sci;AphiaID;phylum;class;order;family;genus;species;valid_name;status;code;length;lengthC;length_ref;lifespan;lifespanC;lifespan_ref;fecundity;fecundityC;fecundity_ref;develop;develop_ref;vertical;vertical_ref;ComDepthMin;ComDepthMax;DepthPref;DepthMin;DepthMax;diet;diet_ref;troph;troph_ref;TempPrefMin;TempPrefMax;TempPref;TempPrefMean;pref_ref;freq.r;freq.st
Alloteuthis subulata;153131;Mollusca;Cephalopoda;Myopsida;Loliginidae;Alloteuthis;subulata;Alloteuthis subulata;accepted;ALLOSUB;18,4;2;JerebRoper2010;1;1;JerebRoper2010;19000;4;Sealifebase;non-guarder;Sealifebase;demersal;Sealifebase;20;200;1;0;630;carnivorous;Sealifebase;4,5;Sealifebase;7,4;19,4;1;10,8;Sealifebase;2991;11,53
Alloteuthis spp.;138138;Mollusca;Cephalopoda;Myopsida;Loliginidae;Alloteuthis;;Alloteuthis;accepted;ALLOSPP;15,8;2;;1,25;1;;19000;4;;non-guarder;;demersal;Sealifebase;20;200;1;0;652;carnivorous;;4,5;;7,4;19,4;1;10,8;;1469;5,66
Ancistrocheirus lesueurii;138747;Mollusca;Cephalopoda;Oegopsida;Ancistrocheiridae;Ancistrocheirus;lesueurii;Ancistrocheirus lesueurii;accepted;ANCOLES;41;3;JerebRoper2010;2;1;Hoving2014;8,00E+05;4;JerebRoper2010;;;pelagic;Sealifebase;86;311;1;1;700;carnivorous;Sealifebase;3,21;Roscian2022;11,8;26,5;3;18,3;Sealifebase;5;0,02
Ancistroteuthis lichtensteinii;140647;Mollusca;Cephalopoda;Oegopsida;Onychoteuthidae;Ancistroteuthis;lichtensteinii;Ancistroteuthis lichtensteinii;accepted;ANCINIC;30;3;Sealifebase;NA;1;;NA;NA;;non-guarder;;benthopelagic;Sealifebase;141;475;3;0;1102;carnivorous;Sealifebase;NA;;9,1;20;3;14,1;Sealifebase;399;1,54
Argonauta argo;138803;Mollusca;Cephalopoda;Octopoda;Argonautidae;Argonauta;argo;Argonauta argo;accepted;ARGUARG;43,8;3;Jereb2016;NA;1;;NA;NA;;bearer;Sealifebase;pelagic;Sealifebase;22;95;1;0;200;carnivorous;Sealifebase;4,5;Sealifebase;13,6;27,8;4;23,8;Sealifebase;9;0,03
Bathypolypus sponsalis;140598;Mollusca;Cephalopoda;Octopoda;Bathypolypodidae;Bathypolypus;sponsalis;Bathypolypus sponsalis;accepted;BATISPO;10;2;Jereb2016;NA;1;;136;3;Cuccu2011;bearer;;demersal;Quetglas2001;400;700;4;200;2300;carnivorous;Quetglas2001;3,65;Sealifebase;5,7;14,3;2;13,1;Sealifebase;914;3,52
Brachioteuthis riisei;138852;Mollusca;Cephalopoda;Oegopsida;Brachioteuthidae;Brachioteuthis;riisei;Brachioteuthis riisei;accepted;BRACRII;17;2;JerebRoper2010;NA;1;;NA;NA;;non-guarder;JerebRoper2010;pelagic;Sealifebase;423;1221;4;0;3000;planktivorous;Sealifebase;3,2;Sealifebase;3,7;13,9;1;7,1;Sealifebase;63;0,24
Callistoctopus macropus;534558;Mollusca;Cephalopoda;Octopoda;Octopodidae;Callistoctopus;macropus;Callistoctopus macropus;accepted;OCTOMAC;15,5;2;Jereb2016;NA;1;;200;3;Boletzky2001;bearer;;benthic;Sealifebase;11;50;1;1;100;carnivorous;Sealifebase;3,53;Sealifebase;20,3;26,4;4;24,5;Sealifebase;92;0,35
Chiroteuthis veranii;139125;Mollusca;Cephalopoda;Oegopsida;Chiroteuthidae;Chiroteuthis;veranii;Chiroteuthis veranii;accepted;CHIRVER;20;2;JerebRoper2010;NA;1;;NA;NA;;non-guarder;;pelagic;JerebRoper2010;397;836;4;200;1700;carnivorous;Roscian2022;3,31;Roscian2022;1,1;13,8;1;7,9;Sealifebase;23;0,09
Chtenopteryx sicula;181377;Mollusca;Cephalopoda;Bathyteuthida;Chtenopterygidae;Chtenopteryx;sicula;Chtenopteryx sicula;accepted;CHTESIC;10;2;JerebRoper2010;NA;1;;NA;NA;;non-guarder;;pelagic;Sealifebase;299;552;4;200;1000;carnivorous;Sealifebase;4,03;Sealifebase;7,4;15,3;1;10,4;Sealifebase;9;0,03
Eledone cirrhosa;140600;Mollusca;Cephalopoda;Octopoda;Eledonidae;Eledone;cirrhosa;Eledone cirrhosa;accepted;ELEDCIR;17,5;2;Koutsidi2020 ;3;2;Koutsidi2020 ;54000;4;Ibañez2021;bearer;Sealifebase;benthic;Sealifebase;60;120;1;5;500;carnivorous;Sealifebase;3,7;Koutsidi2020 ;6,8;14,3;1;9,7;Sealifebase;10843;41,81
Eledone moschata;140601;Mollusca;Cephalopoda;Octopoda;Eledonidae;Eledone;moschata;Eledone moschata;accepted;ELEDMOS;19,4;2;Koutsidi2020 ;1,41;1;Koutsidi2020 ;2400;4;Riad2012;bearer;;benthic;Sealifebase;65;229;1;8;496;carnivorous;Sealifebase;3,65;Koutsidi2020 ;13,3;17;2;14,7;Sealifebase;5162;19,91
Eledone spp.;138267;Mollusca;Cephalopoda;Octopoda;Eledonidae;Eledone;;Eledone;accepted;ELEDSPP;19,4;2;;NA;2;;54000;4;;bearer;;benthic;Sealifebase;60;229;1;6,5;498;carnivorous;;3,7;;6,8;17;1;11,6;;1;0
Galiteuthis armata;153063;Mollusca;Cephalopoda;Oegopsida;Cranchiidae;Galiteuthis;armata;Galiteuthis armata;accepted;GALTARM;61;3;JerebRoper2010;NA;1;;NA;NA;;;;pelagic;Sealifebase;413;693;4;300;1200;carnivorous;Sealifebase;NA;;3,2;11,7;1;7,2;Sealifebase;NA;NA
Heteroteuthis dispar;141446;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Heteroteuthis;dispar;Heteroteuthis dispar;accepted;HETEDIS;2,5;1;JerebRoper2005;NA;1;;1300;4;Hoving2008;non-guarder;TreeOfLife;pelagic;Sealifebase;592;1344;4;200;3000;carnivorous;Sealifebase;3,02;Roscian2022;3,7;14;1;7,1;Sealifebase;592;2,28
Histioteuthis bonnellii;140111;Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Histioteuthis;bonnellii;Histioteuthis bonnellii;accepted;HISTBON;33;3;JerebRoper2010;NA;1;;6700;4;Laptikhovsky2001;non-guarder;;demersal;Sealifebase;717;1919;4;1;4846;carnivorous;Sealifebase;2,69;Roscian2022;4,2;14,3;1;13;Sealifebase;1093;4,21
Histioteuthis reversa;181381;Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Histioteuthis;reversa;Histioteuthis reversa;accepted;HISTREV;20;2;Sealifebase;NA;1;;64000;4;Ibañez2021;non-guarder;;pelagic;Sealifebase;633;1726;4;0;4332;carnivorous;Sealifebase;4,11;Sealifebase;4,8;13,9;2;13,2;Sealifebase;1353;5,22
Histioteuthis spp.;138074;Mollusca;Cephalopoda;Oegopsida;Histioteuthidae;Histioteuthis;;Histioteuthis;accepted;HISTSPP;26,5;2;;NA;1;;35350;4;;non-guarder;;pelagic;Sealifebase;633;1919;4;0,5;4589;carnivorous;;3,4;;4,2;14,3;1;11,1;;18;0,07
Illex coindetii;140621;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Illex;coindetii;Illex coindetii;accepted;ILLECOI;37,9;3;Koutsidi2020 ;1,25;1;Koutsidi2020 ;2,00E+05;4;Ibañez2021;non-guarder;;pelagic;Sealifebase;100;600;3;0;1000;carnivorous;Sealifebase;4,11;Koutsidi2020 ;6,6;19,9;1;11,6;Sealifebase;15152;58,43
Loligo forbesii;140270;Mollusca;Cephalopoda;Myopsida;Loliginidae;Loligo;forbesii;Loligo forbesii;accepted;LOLIFOR;65;3;Koutsidi2020 ;1,5;1;Koutsidi2020 ;23000;4;Ibañez2021;non-guarder;;demersal;Sealifebase;110;235;1;68;431;carnivorous;Sealifebase;4,29;Koutsidi2020 ;7,3;16,2;1;10,6;Sealifebase;2142;8,26
Loligo vulgaris;140271;Mollusca;Cephalopoda;Myopsida;Loliginidae;Loligo;vulgaris;Loligo vulgaris;accepted;LOLIVUL;48,5;3;Koutsidi2020 ;1,4;1;Koutsidi2020 ;74200;4;Ibañez2021;non-guarder;;benthopelagic;Sealifebase;20;250;1;0;500;carnivorous;Sealifebase;4,1;Koutsidi2020 ;7,4;19,4;1;11;Sealifebase;6278;24,21
Loligo spp.;138139;Mollusca;Cephalopoda;Myopsida;Loliginidae;Loligo;;Loligo;accepted;LOLISPP;56,75;3;;1,45;1;;48600;4;;non-guarder;;benthopelagic;Sealifebase;20;250;1;34;465,5;carnivorous;;4,195;;7,3;19,4;1;11,1;;188;0,72
Macrotritopus defilippi;534126;Mollusca;Cephalopoda;Octopoda;Octopodidae;Macrotritopus;defilippi;Macrotritopus defilippi;accepted;OCTODEP;5,5;1;Jereb2016;NA;1;;NA;NA;;non-guarder;;benthic;Sealifebase;26;98;1;5;200;carnivorous;Sealifebase;3,5;Sealifebase;14;27,6;4;23,6;Sealifebase;91;0,35
Neorossia caroli;141447;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Neorossia;caroli;Neorossia caroli;accepted;NEORCAR;8,3;1;JerebRoper2005;2;1;Sealifebase;600;3;Cuccu2007;non-guarder;;demersal;Sealifebase;237;674;3;40;1535;carnivorous;Sealifebase;3,02;Roscian2022;5,4;14,2;1;11,4;Sealifebase;1164;4,49
Octopoteuthis sicula;181379;Mollusca;Cephalopoda;Oegopsida;Octopoteuthidae;Octopoteuthis;sicula;Octopoteuthis sicula;accepted;OCTESIC;29;3;Jereb2016;NA;1;;216000;4;Ibañez2021;non-guarder;;pelagic;Sealifebase;441;955;4;200;2000;carnivorous;Sealifebase;NA;;4,5;13,1;1;7,2;Sealifebase;16;0,06
Octopus salutii;140604;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;salutii;Octopus salutii;accepted;OCTOSAL;16,5;2;Jereb2016;NA;1;;4000;4;Sweeney1992;bearer;;benthic;Sealifebase;250;500;4;70;700;carnivorous;Sealifebase;4,17;Sealifebase;13,2;15;2;14,2;Sealifebase;1793;6,91
Octopus vulgaris;140605;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;vulgaris;Octopus vulgaris;accepted;OCTOVUL;25;3;Koutsidi2020 ;2;1;Koutsidi2020 ;5,00E+05;4;Ibañez2021;bearer;;benthic;Sealifebase;0;100;1;0;347;carnivorous;Sealifebase;3,6;Koutsidi2020 ;10;28,9;4;25,8;Sealifebase;5546;21,39
Octopus spp.;138268;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;;Octopus;accepted;OCTOSPP;20,75;3;;2;1;;252000;4;;bearer;;benthic;Sealifebase;0;500;3;35;523,5;carnivorous;;3,885;;10;28,9;3;15,7;;13;0,05
Ocythoe tuberculata;140610;Mollusca;Cephalopoda;Octopoda;Ocythoidae;Ocythoe;tuberculata;Ocythoe tuberculata;accepted;OCYTTUB;31,8;3;Jereb2016;NA;1;;360000;4;Tutman2008;bearer;;pelagic;Sealifebase;22;96;1;1;200;carnivorous;Sealifebase;NA;;NA;NA;NA;NA;Sealifebase;1;0
Ommastrephes bartramii;181382;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Ommastrephes;bartramii;Ommastrephes bartramii;accepted;OMMABAR;90;3;JerebRoper2010;1;1;JerebRoper2010;360000;4;Ibañez2021;non-guarder;;benthopelagic;Sealifebase;301;912;4;0;2200;carnivorous;Sealifebase;4,42;Sealifebase;5,7;17,2;1;10,4;Sealifebase;1;0
Ommastrephidae;11760;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;;;Ommastrephidae;accepted;OMMADAE;90;3;;1;1;;360000;4;;non-guarder;;benthopelagic;Sealifebase;301;912;4;0;2200;carnivorous;;4,42;;5,7;17,2;1;10,4;;1;0
Onychoteuthis banksii;140649;Mollusca;Cephalopoda;Oegopsida;Onychoteuthidae;Onychoteuthis;banksii;Onychoteuthis banksii;accepted;ONYCBAN;30;3;JerebRoper2010;NA;1;;2,00E+05;4;Ibañez2021;non-guarder;;pelagic;Sealifebase;99;352;2;0;800;carnivorous;Sealifebase;3,79;Sealifebase;7,6;23;3;14,3;Sealifebase;76;0,29
Opisthoteuthis calypso;153067;Mollusca;Cephalopoda;Octopoda;Opisthoteuthidae;Opisthoteuthis;calypso;Opisthoteuthis calypso;accepted;OPTOAGA;5;1;Jereb2016;NA;1;;NA;NA;;non-guarder;;benthic;Jereb2016;613;1137;4;365;2208;;;NA;;4,3;9,8;1;6,7;Sealifebase;5;0,02
Opisthoteuthis spp.;138294;Mollusca;Cephalopoda;Octopoda;Opisthoteuthidae;Opisthoteuthis;;Opisthoteuthis;accepted;OPTOSPP;5;1;;NA;1;;NA;NA;;non-guarder;;;Sealifebase;613;1137;4;365;2208;;;NA;;4,3;9,8;1;6,7;;NA;NA
Pteroctopus tetracirrhus;140606;Mollusca;Cephalopoda;Octopoda;Octopodidae;Pteroctopus;tetracirrhus;Pteroctopus tetracirrhus;accepted;OCTOTET;14;2;Quetglas2009;3;1;Jereb2016;4000;NA;Laptikhovsky2014;bearer;;benthic;Sealifebase;114;346;2;25;750;carnivorous;Sealifebase;3,73;Sealifebase;10,2;21,4;3;14,5;Sealifebase;1716;6,62
Pyroteuthis margaritifera;157031;Mollusca;Cephalopoda;Oegopsida;Pyroteuthidae;Pyroteuthis;margaritifera;Pyroteuthis margaritifera;accepted;PYRTMAR;5;1;JerebRoper2010;NA;1;;NA;NA;;non-guarder;;pelagic;Sealifebase;142;381;2;50;800;carnivorous;Sealifebase;3,1;Sealifebase;6,5;20,4;3;13,1;Sealifebase;22;0,08
Rondeletiola minor;141448;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Rondeletiola;minor;Rondeletiola minor;accepted;RONDMIN;2,3;1;JerebRoper2005;NA;1;;315;3;Ibañez2021;non-guarder;;demersal;Sealifebase;125;268;2;76;496;carnivorous;Sealifebase;3,7;Sealifebase;10,9;15,8;2;14,1;Sealifebase;2258;8,71
Rossia macrosoma;141449;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Rossia;macrosoma;Rossia macrosoma;accepted;ROSSMAC;8,5;1;JerebRoper2005;1;1;JerebRoper2005;837;3;Ibañez2021;non-guarder;JerebRoper2005;demersal;Sealifebase;200;400;2;32;899;carnivorous;Sealifebase;2,8;Roscian2022;6,1;14,4;1;9,5;Sealifebase;2519;9,71
Rossia spp.;138481;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Rossia;;Rossia;accepted;ROSSSPP;8,5;1;;1;1;;837;3;;non-guarder;;demersal;Sealifebase;200;400;2;32;899;carnivorous;;2,8;;6,1;14,4;1;9,5;Sealifebase;1;0
Scaeurgus unicirrhus;140607;Mollusca;Cephalopoda;Octopoda;Octopodidae;Scaeurgus;unicirrhus;Scaeurgus unicirrhus;accepted;SCAEUNI;12;2;Sealifebase;NA;1;;12000;NA;Laptikhovsky2014;bearer;;benthic;Sealifebase;100;400;2;100;800;carnivorous;Sealifebase;NA;;10,5;22,1;3;14,7;Sealifebase;3773;14,55
Sepia elegans;141443;Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;elegans;Sepia elegans;accepted;SEPIELE;7,6;1;Koutsidi2020 ;1,5;1;Koutsidi2020 ;250;3;Ibañez2021;non-guarder;;demersal;Sealifebase;150;150;1;16;500;carnivorous;Sealifebase;3,53;Koutsidi2020 ;NA;NA;NA;NA;Sealifebase;6939;26,76
Sepia officinalis;141444;Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;officinalis;Sepia officinalis;accepted;SEPIOFF;45;3;Koutsidi2020 ;3;2;Koutsidi2020 ;4000;4;Ibañez2021;non-guarder;;demersal;Sealifebase;0;50;1;0;242;carnivorous;Sealifebase;3,6;Koutsidi2020 ;8,4;19,7;1;11,3;Sealifebase;2276;8,78
Sepia orbignyana;141445;Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;orbignyana;Sepia orbignyana;accepted;SEPIORB;12;2;Koutsidi2020 ;1,5;1;Koutsidi2020 ;1532;4;Dursun2013;non-guarder;;demersal;Sealifebase;50;250;1;15;570;carnivorous;Sealifebase;4,16;Koutsidi2020 ;11,2;18,2;2;14,4;Sealifebase;5579;21,51
Sepia spp.;138477;Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;;Sepia;accepted;SEPISPP;21,53;3;;2;2;;1927;4;;non-guarder;;demersal;Sealifebase;0;250;1;10;437;carnivorous;;3,763333333;;8,4;19,7;1;12,9;Sealifebase;52;0,2
Sepietta neglecta;141450;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepietta;neglecta;Sepietta neglecta;accepted;SEPENEG;3,3;1;JerebRoper2005;NA;1;;NA;2;Lefkaditou1998;non-guarder;;benthic;Sealifebase;78;230;1;25;475;carnivorous;Sealifebase;3,41;Sealifebase;7,1;15,8;1;10,4;Sealifebase;121;0,47
Sepietta obscura;141451;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepietta;obscura;Sepietta obscura;accepted;SEPEOBS;3;1;JerebRoper2005;NA;1;;113;2;Deickert2009;non-guarder;;benthic;JerebRoper2005;67;188;1;27;376;carnivorous;;NA;;13,2;16,3;2;14,7;Sealifebase;100;0,39
Sepietta oweniana;141452;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepietta;oweniana;Sepietta oweniana;accepted;SEPEOWE;4;1;JerebRoper2005;0,75;1;Sealifebase;616;3;Czudaj2011;non-guarder;;benthopelagic;Sealifebase;120;200;1;42;701;carnivorous;Sealifebase;2,6;Roscian2022;7,1;15,3;1;10,6;Sealifebase;5387;20,77
Sepietta  spp.;138482;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepietta;;Sepietta;accepted;SEPESPP;4;1;;0,75;1;;616;3;;non-guarder;;benthic;Sealifebase;67;230;1;31;517;carnivorous;;3,41;;7,1;16,3;1;11,9;;898;3,46
Sepiola affinis;141453;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepiola;affinis;Sepiola affinis;accepted;SEPOAFF;2,5;1;JerebRoper2005;NA;1;;117;3;Ibañez2021;non-guarder;;benthic;Sealifebase;15;30;1;15;178;carnivorous;Sealifebase;3,4;Sealifebase;15,2;20,1;2;18,2;Sealifebase;33;0,13
Sepiola intermedia;141456;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepiola;intermedia;Sepiola intermedia;accepted;SEPOINT;2,8;1;JerebRoper2005;NA;1;;407;3;Salman2014;non-guarder;;benthic;JerebRoper2005;29;100;1;8;200;carnivorous;;NA;;13,3;17,1;2;14,5;Sealifebase;237;0,91
Sepiola ligulata;141457;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepiola;ligulata;Adinaefiola ligulata;unaccepted;SEPOLIG;2,5;1;JerebRoper2005;NA;1;;NA;NA;;non-guarder;;benthic;JerebRoper2005;82;199;1;44;380;carnivorous;;3,4;Sealifebase;13,3;15,3;2;14;Sealifebase;70;0,27
Sepiola robusta;141458;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepiola;robusta;Sepiola robusta;accepted;SEPOROB;2,8;1;JerebRoper2005;NA;1;;245;3;Ibañez2021;non-guarder;;pelagic;Sealifebase;81;240;1;26;498;carnivorous;Sealifebase;3,99;Sealifebase;13,2;16,1;2;14,8;Sealifebase;135;0,52
Sepiola rondeletii;141459;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepiola;rondeletii;Sepiola rondeletii;accepted;SEPORON;6;1;JerebRoper2005;1,5;1;JerebRoper2005;NA;NA;;non-guarder;;benthic;Sealifebase;71;35;1;21;450;carnivorous;Sealifebase;3,97;Sealifebase;NA;NA;NA;NA;Sealifebase;91;0,35
Sepiola spp.;138483;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Sepiola;;Sepiola;accepted;SEPOSPP;6;1;;1,5;1;;407;3;;non-guarder;;benthic;Sealifebase;15;240;1;23;341;carnivorous;;3,99;;13,2;20,1;2;15,4;;2085;8,04
Sepiolidae;11725;Mollusca;Cephalopoda;Sepiida;Sepiolidae;;;Sepiolidae;accepted;SEPLDAE;NA;NA;;NA;NA;;NA;NA;;;;;Sealifebase;NA;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;;227;0,88
Stoloteuthis leucoptera;157037;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Stoloteuthis;leucoptera;Stoloteuthis leucoptera;accepted;STOLLEU;2,5;1;Quetglas2013;NA;1;;NA;NA;;non-guarder;;pelagic;Sealifebase;224;403;2;160;700;carnivorous;Sealifebase;NA;;3,6;14,4;1;5,2;Sealifebase;45;0,17
Todarodes sagittatus;140624;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Todarodes;sagittatus;Todarodes sagittatus;accepted;TODASAG;75;3;JerebRoper2010;2;1;JerebRoper2010;950000;4;JerebRoper2010;non-guarder;;benthopelagic;Sealifebase;693;1837;4;20;4595;carnivorous;Sealifebase;4,19;Sealifebase;2;14,3;1;9,3;Sealifebase;4360;16,81
Todaropsis eblanae;140625;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Todaropsis;eblanae;Todaropsis eblanae;accepted;TODIEBL;29;3;JerebRoper2010;1;1;JerebRoper2010;250000;4;JerebRoper2010;non-guarder;;demersal;Sealifebase;123;384;2;20;850;carnivorous;Sealifebase;4,14;Sealifebase;5,2;21;1;11,3;Sealifebase;6881;26,53
Parapenaeus longirostris;107109;Arthropoda;Malacostraca;Decapoda;Penaeidae;Parapenaeus;longirostris;Parapenaeus longirostris;accepted;PAPELON;18,6;2;Koutsidi2020 ;6;2;Koutsidi2020 ;186856;4;Sealifebase;bearer;Sealifebase;benthopelagic;Sealifebase;100;400;2;20;828;carnivorous;Sealifebase;3,3;Koutsidi2020 ;9,4;19,5;3;14;Sealifebase;12647;48,77
Nephrops norvegicus;107254;Arthropoda;Malacostraca;Decapoda;Nephropidae;Nephrops;norvegicus;Nephrops norvegicus;accepted;NEPRNOR;31,7;3;Koutsidi2020 ;5;3;Koutsidi2020 ;4100;3;Koutsidi2020 ;bearer;Sealifebase;benthic;Sealifebase;200;600;3;20;800;generalist;Sealifebase;2,87;Koutsidi2020 ;3,3;13,7;1;7,8;Sealifebase;7864;30,33
Plesionika martia;107661;Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;martia;Plesionika martia;accepted;PLESMAR;16,9;2;Sealifebase;4;2;Chilari2005;4105;3;Vafidis2005;bearer;Sealifebase;benthopelagic;Sealifebase;400;600;4;165;2100;carnivorous;Sealifebase;3,59;Sealifebase;6,1;14,1;1;9,1;Sealifebase;5609;21,63
Liocarcinus depurator;107387;Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;depurator;Liocarcinus depurator;accepted;MCPIDEP;5;1;BioticMarlin;NA;2;G-Irusta2018;130000;4;BioticMarlin;bearer;Sealifebase;demersal;Sealifebase;103;355;2;5;800;generalist;BioticMarlin;3,49;Sealifebase;NA;NA;NA;NA;Sealifebase;4769;18,39
Polycheles typhlops;107696;Arthropoda;Malacostraca;Decapoda;Polychelidae;Polycheles;typhlops;Polycheles typhlops;accepted;POLCTYP;10;1;Sealifebase;NA;2;G-Irusta2018;6400;3;Cabiddu2008;bearer;Sealifebase;benthic;Sealifebase;360;952;4;70;2195;carnivorous;Sealifebase;3,55;Sealifebase;4,7;13,2;1;7,6;Sealifebase;4464;17,21
Plesionika heterocarpus;107660;Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;heterocarpus;Plesionika heterocarpus;accepted;PLESHET;8,8;1;Sealifebase;1,5;1;Vafidis2005;5851;3;Vafidis2005;bearer;Sealifebase;demersal;Sealifebase;136;393;2;35;850;carnivorous;Sealifebase;3,37;Sealifebase;8,9;15,7;2;13,8;Sealifebase;4261;16,43
Aristaeomorpha foliacea;158326;Arthropoda;Malacostraca;Decapoda;Aristeidae;Aristaeomorpha;foliacea;Aristaeomorpha foliacea;accepted;ARISFOL;17;2;Koutsidi2020 ;8;3;Koutsidi2020 ;161906;4;Koutsidi2020 ;bearer;Sealifebase;benthopelagic;Sealifebase;250;750;4;60;1300;generalist;Sealifebase;3,71;Koutsidi2020 ;5,9;15,7;1;10;Sealifebase;3867;14,91
Solenocera membranacea;107120;Arthropoda;Malacostraca;Decapoda;Solenoceridae;Solenocera;membranacea;Solenocera membranacea;accepted;SOLOMEM;11,2;2;Sealifebase;1,5;1;Demestre1995;NA;NA;;bearer;Sealifebase;benthopelagic;Sealifebase;50;450;3;3;871;carnivorous;Sealifebase;3,56;Sealifebase;9,8;17;2;13,7;Sealifebase;3503;13,51
Macropipus tuberculatus;107397;Arthropoda;Malacostraca;Decapoda;Polybiidae;Macropipus;tuberculatus;Macropipus tuberculatus;accepted;MCPITUB;4;1;BioticMarlin;3;2;Rufino2005;65000;4;BioticMarlin;bearer;Sealifebase;demersal;Sealifebase;20;850;3;20;2760;carnivorous;Sealifebase;3,54;Sealifebase;8,3;20,8;3;13,8;Sealifebase;3425;13,21
Pasiphaea sivado;107677;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Pasiphaea;sivado;Pasiphaea sivado;accepted;PASISIV;2,2;1;BioticMarlin;2;1;Company2003;46;2;Company2001;bearer;Sealifebase;pelagic;Sealifebase;100;300;2;NA;1022;carnivorous;Sealifebase;3,19;Sealifebase;13,2;15,8;2;14,3;Sealifebase;3330;12,84
Dardanus arrosor;107197;Arthropoda;Malacostraca;Decapoda;Diogenidae;Dardanus;arrosor;Dardanus arrosor;accepted;DARDARR;14;2;BioticMarlin;NA;2;;NA;NA;;bearer;Sealifebase;benthic;Sealifebase;97;334;2;5;750;generalist;Sealifebase;4,1;Sealifebase;9,3;20,6;3;14,8;Sealifebase;3493;13,47
Chlorotocus crassicornis;107642;Arthropoda;Malacostraca;Decapoda;Pandalidae;Chlorotocus;crassicornis;Chlorotocus crassicornis;accepted;CHLOGRA;7,8;1;Sealifebase;NA;NA;;2056;4;Bakir2009;bearer;Sealifebase;demersal;Sealifebase;300;400;4;3;600;planktivorous;Sealifebase;3,3;Sealifebase;8,6;15,9;1;11,6;Sealifebase;2971;11,46
Aristeus antennatus;107083;Arthropoda;Malacostraca;Decapoda;Aristeidae;Aristeus;antennatus;Aristeus antennatus;accepted;ARITANT;22;2;Koutsidi2020 ;10;3;Koutsidi2020 ;494292;4;Koutsidi2020 ;bearer;Sealifebase;demersal;Sealifebase;350;800;4;80;3300;carnivorous;Sealifebase;3,3;Koutsidi2020 ;6,6;18,3;3;13,3;Sealifebase;2712;10,46
Plesionika gigliolii;107659;Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;gigliolii;Plesionika gigliolii;accepted;PLESGIG;1,8;1;Sealifebase;1,5;1;Vafidis2005;4294;4;Vafidis2005;bearer;Sealifebase;demersal;Sealifebase;186;411;2;101;800;carnivorous;Sealifebase;3,33;Sealifebase;13,2;15;2;14,1;Sealifebase;2794;10,77
Plesionika acanthonotus;107654;Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;acanthonotus;Plesionika acanthonotus;accepted;PLESACA;8,5;1;Sealifebase;1,5;1;Vafidis2005;3156;4;Vafidis2005;bearer;Sealifebase;benthic;Sealifebase;500;750;4;190;1550;carnivorous;Sealifebase;3,27;Sealifebase;5,9;14,3;2;13,5;Sealifebase;2234;8,61
Pasiphaea multidentata;107676;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Pasiphaea;multidentata;Pasiphaea multidentata;accepted;PASIMUL;10,5;1;Sealifebase;3,5;2;Company2001;159;3;Company2001;bearer;Sealifebase;pelagic;Sealifebase;400;400;4;10;2000;carnivorous;Sealifebase;3,69;Sealifebase;NA;NA;NA;NA;Sealifebase;2125;8,19
